Version Number,File Name,LOC Touched,Number of Revisions,Number of Bug Fixed,LOC Added,Max LOC Added,Chg Set Size,Max Chg Set,Avg Chg Set,Avg LOC Added,Buggy
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,778,13,1,620,431,121,21,9.307693,47.692307,true
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32,1,0,32,32,6,6,6,32,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,493,8,0,384,289,48,11,6,48,false
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,312,4,0,262,233,96,79,24,65.5,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,145,3,1,139,139,37,21,12.333333,46.333332,true
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,453,7,1,401,352,132,79,18.857143,57.285713,true
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,328,6,2,285,277,122,79,20.333334,47.5,true
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,470,6,0,380,269,62,21,10.333333,63.333332,false
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,521,4,0,447,234,37,13,9.25,111.75,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,5,2,0,2,1,52,27,26,1,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,20,6,0,6,3,182,79,30.333334,1,false
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,372,4,1,326,320,155,79,38.75,81.5,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,32,5,1,12,7,80,25,16,2.4,true
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,45,4,2,31,24,98,31,24.5,7.75,true
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,19,2,0,16,15,41,25,20.5,8,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,30,2,0,22,22,45,25,22.5,11,false
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,50,5,1,42,26,80,25,16,8.4,true
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,81,2,0,72,72,45,25,22.5,36,false
