@relation STORM_7-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {0.9.6}
@attribute 'LOC Touched' numeric
@attribute 'Number of Revisions' numeric
@attribute 'Number of Bug Fixed' numeric
@attribute 'LOC Added' numeric
@attribute 'Max LOC Added' numeric
@attribute 'Chg Set Size' numeric
@attribute 'Max Chg Set' numeric
@attribute 'Avg Chg Set' numeric
@attribute 'Avg LOC Added' numeric
@attribute Buggy {true,false}

@data
0.9.6,7,1,0,5,5,505,505,505,5,false
0.9.6,3,1,0,0,0,505,505,505,0,false
0.9.6,39,2,0,21,21,541,505,270.5,10.5,false
0.9.6,171,2,0,171,154,553,505,276.5,85.5,false
0.9.6,5,1,0,2,2,505,505,505,2,false
0.9.6,2,1,0,0,0,505,505,505,0,false
0.9.6,27,1,0,26,26,505,505,505,26,false
0.9.6,3,1,0,2,2,505,505,505,2,false
0.9.6,6,1,0,1,1,505,505,505,1,false
0.9.6,3,1,0,0,0,505,505,505,0,false
0.9.6,3,1,0,0,0,505,505,505,0,false
0.9.6,54,4,0,10,9,513,505,128.25,2.5,false
0.9.6,1233,16,0,313,115,729,505,45.5625,19.5625,false
0.9.6,49,2,0,49,32,553,505,276.5,24.5,false
0.9.6,82,1,0,82,82,505,505,505,82,false
0.9.6,68,1,0,68,68,505,505,505,68,false
0.9.6,2,1,0,1,1,505,505,505,1,false
0.9.6,387,1,0,387,387,505,505,505,387,false
0.9.6,65,1,0,65,65,505,505,505,65,false
0.9.6,16,1,0,3,3,505,505,505,3,false
0.9.6,24,1,0,3,3,505,505,505,3,false
0.9.6,13,1,0,3,3,505,505,505,3,false
0.9.6,16,1,0,3,3,505,505,505,3,false
0.9.6,4,1,0,0,0,505,505,505,0,false
0.9.6,2,1,0,1,1,505,505,505,1,false
0.9.6,1,1,0,0,0,505,505,505,0,false
0.9.6,6,1,0,6,6,505,505,505,6,false
0.9.6,11,1,0,11,11,505,505,505,11,false
0.9.6,2,1,0,0,0,505,505,505,0,false
0.9.6,64,1,0,31,31,505,505,505,31,false
0.9.6,25,2,0,24,18,507,505,253.5,12,false
0.9.6,304,1,0,304,304,505,505,505,304,false
0.9.6,89,1,0,89,89,505,505,505,89,false
0.9.6,40,1,0,40,40,505,505,505,40,false
0.9.6,88,1,0,88,88,505,505,505,88,false
0.9.6,211,2,0,211,194,553,505,276.5,105.5,false
0.9.6,8,1,0,8,8,505,505,505,8,false
0.9.6,26,1,0,26,26,505,505,505,26,false
0.9.6,167,1,0,167,167,505,505,505,167,false
0.9.6,66,6,0,61,61,763,505,127.166664,10.166667,false
0.9.6,86,6,0,76,48,763,505,127.166664,12.666667,false
0.9.6,151,7,0,126,106,766,505,109.42857,18,false
0.9.6,90,1,0,90,90,505,505,505,90,false
0.9.6,69,1,0,69,69,505,505,505,69,false
0.9.6,112,6,0,101,93,763,505,127.166664,16.833334,false
